id,restaurant_id,restaurant,name,description,price,spicy,vegetarian,popular
r-040-i-049,r-040,Pad Thai Co.,Classic Coconut Water,Fresh young coconut,AED 12,false,true,false
r-041-i-000,r-041,Route 66 Diner,Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 53,false,true,false
r-041-i-001,r-041,Route 66 Diner,Blueberry Pancakes,Pancakes with wild blueberries,AED 92,false,true,false
r-041-i-002,r-041,Route 66 Diner,Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 50,false,true,false
r-041-i-003,r-041,Route 66 Diner,French Toast,"Brioche soaked in vanilla cream, syrup",AED 85,false,true,false
r-041-i-004,r-041,Route 66 Diner,Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 21,false,false,false
r-041-i-005,r-041,Route 66 Diner,Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 52,true,true,false
r-041-i-006,r-041,Route 66 Diner,Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 35,false,false,false
r-041-i-007,r-041,Route 66 Diner,Western Omelette,"Egg, ham, bell pepper, cheddar",AED 76,false,false,true
r-041-i-008,r-041,Route 66 Diner,Veggie Omelette,"Egg, mushroom, spinach, feta",AED 81,false,true,false
r-041-i-009,r-041,Route 66 Diner,Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 23,false,false,false
r-041-i-010,r-041,Route 66 Diner,Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 39,false,false,false
r-041-i-011,r-041,Route 66 Diner,Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 54,false,false,false
r-041-i-012,r-041,Route 66 Diner,Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 39,false,false,false
r-041-i-013,r-041,Route 66 Diner,Grilled Cheese,Three-cheese toasted sandwich,AED 91,false,true,false
r-041-i-014,r-041,Route 66 Diner,BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 83,false,false,false
r-041-i-015,r-041,Route 66 Diner,Tuna Melt,"Tuna salad, cheddar, sourdough",AED 95,false,false,true
r-041-i-016,r-041,Route 66 Diner,Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 56,false,false,false
r-041-i-017,r-041,Route 66 Diner,Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 94,true,false,false
r-041-i-018,r-041,Route 66 Diner,Buffalo Wings,Tossed in classic buffalo sauce,AED 91,true,false,true
r-041-i-019,r-041,Route 66 Diner,Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 17,false,true,false
r-041-i-020,r-041,Route 66 Diner,Apple Pie,Warm cinnamon apple pie with ice cream,AED 53,false,true,false
r-041-i-021,r-041,Route 66 Diner,Cheesecake,New York style with berry compote,AED 26,false,true,false
r-041-i-022,r-041,Route 66 Diner,Banana Split,"Three scoops, banana, cherry, nuts",AED 81,false,true,false
r-041-i-023,r-041,Route 66 Diner,Root Beer Float,Classic A&W with vanilla ice cream,AED 15,false,true,false
r-041-i-024,r-041,Route 66 Diner,Cold Brew Coffee,Slow-steeped 18 hours,AED 59,false,true,false
r-041-i-025,r-041,Route 66 Diner,Classic Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 77,false,true,false
r-041-i-026,r-041,Route 66 Diner,Classic Blueberry Pancakes,Pancakes with wild blueberries,AED 17,false,true,false
r-041-i-027,r-041,Route 66 Diner,Classic Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 95,false,true,false
r-041-i-028,r-041,Route 66 Diner,Classic French Toast,"Brioche soaked in vanilla cream, syrup",AED 77,false,true,true
r-041-i-029,r-041,Route 66 Diner,Classic Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 24,false,false,false
r-041-i-030,r-041,Route 66 Diner,Classic Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 80,true,true,false
r-041-i-031,r-041,Route 66 Diner,Classic Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 92,false,false,true
r-041-i-032,r-041,Route 66 Diner,Classic Western Omelette,"Egg, ham, bell pepper, cheddar",AED 92,false,false,false
r-041-i-033,r-041,Route 66 Diner,Classic Veggie Omelette,"Egg, mushroom, spinach, feta",AED 66,false,true,false
r-041-i-034,r-041,Route 66 Diner,Classic Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 38,false,false,false
r-041-i-035,r-041,Route 66 Diner,Classic Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 67,false,false,false
r-041-i-036,r-041,Route 66 Diner,Classic Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 21,false,false,false
r-041-i-037,r-041,Route 66 Diner,Classic Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 31,false,false,true
r-041-i-038,r-041,Route 66 Diner,Classic Grilled Cheese,Three-cheese toasted sandwich,AED 54,false,true,true
r-041-i-039,r-041,Route 66 Diner,Classic BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 21,false,false,true
r-041-i-040,r-041,Route 66 Diner,Classic Tuna Melt,"Tuna salad, cheddar, sourdough",AED 44,false,false,false
r-041-i-041,r-041,Route 66 Diner,Classic Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 85,false,false,false
r-041-i-042,r-041,Route 66 Diner,Classic Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 45,true,false,false
r-041-i-043,r-041,Route 66 Diner,Classic Buffalo Wings,Tossed in classic buffalo sauce,AED 69,true,false,false
r-041-i-044,r-041,Route 66 Diner,Classic Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 67,false,true,false
r-041-i-045,r-041,Route 66 Diner,Classic Apple Pie,Warm cinnamon apple pie with ice cream,AED 61,false,true,false
r-041-i-046,r-041,Route 66 Diner,Classic Cheesecake,New York style with berry compote,AED 80,false,true,true
r-041-i-047,r-041,Route 66 Diner,Classic Banana Split,"Three scoops, banana, cherry, nuts",AED 91,false,true,true
r-041-i-048,r-041,Route 66 Diner,Classic Root Beer Float,Classic A&W with vanilla ice cream,AED 86,false,true,true
r-041-i-049,r-041,Route 66 Diner,Classic Cold Brew Coffee,Slow-steeped 18 hours,AED 21,false,true,false
r-042-i-000,r-042,Stacks & Cakes,Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 23,false,true,false
r-042-i-001,r-042,Stacks & Cakes,Blueberry Pancakes,Pancakes with wild blueberries,AED 68,false,true,false
r-042-i-002,r-042,Stacks & Cakes,Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 15,false,true,false
r-042-i-003,r-042,Stacks & Cakes,French Toast,"Brioche soaked in vanilla cream, syrup",AED 80,false,true,true
r-042-i-004,r-042,Stacks & Cakes,Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 62,false,false,false
r-042-i-005,r-042,Stacks & Cakes,Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 81,true,true,false
r-042-i-006,r-042,Stacks & Cakes,Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 93,false,false,true
r-042-i-007,r-042,Stacks & Cakes,Western Omelette,"Egg, ham, bell pepper, cheddar",AED 94,false,false,false
r-042-i-008,r-042,Stacks & Cakes,Veggie Omelette,"Egg, mushroom, spinach, feta",AED 13,false,true,false
r-042-i-009,r-042,Stacks & Cakes,Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 83,false,false,true
r-042-i-010,r-042,Stacks & Cakes,Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 17,false,false,true
r-042-i-011,r-042,Stacks & Cakes,Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 88,false,false,false
r-042-i-012,r-042,Stacks & Cakes,Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 82,false,false,false
r-042-i-013,r-042,Stacks & Cakes,Grilled Cheese,Three-cheese toasted sandwich,AED 51,false,true,true
r-042-i-014,r-042,Stacks & Cakes,BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 56,false,false,true
r-042-i-015,r-042,Stacks & Cakes,Tuna Melt,"Tuna salad, cheddar, sourdough",AED 94,false,false,false
r-042-i-016,r-042,Stacks & Cakes,Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 30,false,false,true
r-042-i-017,r-042,Stacks & Cakes,Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 40,true,false,false
r-042-i-018,r-042,Stacks & Cakes,Buffalo Wings,Tossed in classic buffalo sauce,AED 44,true,false,true
r-042-i-019,r-042,Stacks & Cakes,Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 35,false,true,false
r-042-i-020,r-042,Stacks & Cakes,Apple Pie,Warm cinnamon apple pie with ice cream,AED 84,false,true,false
r-042-i-021,r-042,Stacks & Cakes,Cheesecake,New York style with berry compote,AED 82,false,true,false
r-042-i-022,r-042,Stacks & Cakes,Banana Split,"Three scoops, banana, cherry, nuts",AED 82,false,true,true
r-042-i-023,r-042,Stacks & Cakes,Root Beer Float,Classic A&W with vanilla ice cream,AED 20,false,true,false
r-042-i-024,r-042,Stacks & Cakes,Cold Brew Coffee,Slow-steeped 18 hours,AED 37,false,true,false
r-042-i-025,r-042,Stacks & Cakes,Classic Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 74,false,true,false
r-042-i-026,r-042,Stacks & Cakes,Classic Blueberry Pancakes,Pancakes with wild blueberries,AED 57,false,true,true
r-042-i-027,r-042,Stacks & Cakes,Classic Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 95,false,true,false
r-042-i-028,r-042,Stacks & Cakes,Classic French Toast,"Brioche soaked in vanilla cream, syrup",AED 48,false,true,false
r-042-i-029,r-042,Stacks & Cakes,Classic Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 36,false,false,false
r-042-i-030,r-042,Stacks & Cakes,Classic Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 69,true,true,false
r-042-i-031,r-042,Stacks & Cakes,Classic Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 51,false,false,false
r-042-i-032,r-042,Stacks & Cakes,Classic Western Omelette,"Egg, ham, bell pepper, cheddar",AED 31,false,false,false
r-042-i-033,r-042,Stacks & Cakes,Classic Veggie Omelette,"Egg, mushroom, spinach, feta",AED 58,false,true,false
r-042-i-034,r-042,Stacks & Cakes,Classic Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 66,false,false,false
r-042-i-035,r-042,Stacks & Cakes,Classic Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 52,false,false,false
r-042-i-036,r-042,Stacks & Cakes,Classic Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 40,false,false,false
r-042-i-037,r-042,Stacks & Cakes,Classic Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 94,false,false,false
r-042-i-038,r-042,Stacks & Cakes,Classic Grilled Cheese,Three-cheese toasted sandwich,AED 58,false,true,true
r-042-i-039,r-042,Stacks & Cakes,Classic BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 54,false,false,false
r-042-i-040,r-042,Stacks & Cakes,Classic Tuna Melt,"Tuna salad, cheddar, sourdough",AED 71,false,false,false
r-042-i-041,r-042,Stacks & Cakes,Classic Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 51,false,false,false
r-042-i-042,r-042,Stacks & Cakes,Classic Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 25,true,false,false
r-042-i-043,r-042,Stacks & Cakes,Classic Buffalo Wings,Tossed in classic buffalo sauce,AED 89,true,false,true
r-042-i-044,r-042,Stacks & Cakes,Classic Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 47,false,true,false
r-042-i-045,r-042,Stacks & Cakes,Classic Apple Pie,Warm cinnamon apple pie with ice cream,AED 29,false,true,false
r-042-i-046,r-042,Stacks & Cakes,Classic Cheesecake,New York style with berry compote,AED 37,false,true,false
r-042-i-047,r-042,Stacks & Cakes,Classic Banana Split,"Three scoops, banana, cherry, nuts",AED 92,false,true,true
r-042-i-048,r-042,Stacks & Cakes,Classic Root Beer Float,Classic A&W with vanilla ice cream,AED 21,false,true,false
r-042-i-049,r-042,Stacks & Cakes,Classic Cold Brew Coffee,Slow-steeped 18 hours,AED 76,false,true,false
r-043-i-000,r-043,Big Sky Diner,Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 16,false,true,false
r-043-i-001,r-043,Big Sky Diner,Blueberry Pancakes,Pancakes with wild blueberries,AED 81,false,true,false
r-043-i-002,r-043,Big Sky Diner,Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 81,false,true,false
r-043-i-003,r-043,Big Sky Diner,French Toast,"Brioche soaked in vanilla cream, syrup",AED 31,false,true,false
r-043-i-004,r-043,Big Sky Diner,Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 40,false,false,false
r-043-i-005,r-043,Big Sky Diner,Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 87,true,true,false
r-043-i-006,r-043,Big Sky Diner,Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 49,false,false,true
r-043-i-007,r-043,Big Sky Diner,Western Omelette,"Egg, ham, bell pepper, cheddar",AED 76,false,false,false
r-043-i-008,r-043,Big Sky Diner,Veggie Omelette,"Egg, mushroom, spinach, feta",AED 62,false,true,false
r-043-i-009,r-043,Big Sky Diner,Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 13,false,false,false
r-043-i-010,r-043,Big Sky Diner,Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 90,false,false,false
r-043-i-011,r-043,Big Sky Diner,Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 77,false,false,true
r-043-i-012,r-043,Big Sky Diner,Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 32,false,false,true
r-043-i-013,r-043,Big Sky Diner,Grilled Cheese,Three-cheese toasted sandwich,AED 84,false,true,false
r-043-i-014,r-043,Big Sky Diner,BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 30,false,false,false
r-043-i-015,r-043,Big Sky Diner,Tuna Melt,"Tuna salad, cheddar, sourdough",AED 73,false,false,false
r-043-i-016,r-043,Big Sky Diner,Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 17,false,false,true
r-043-i-017,r-043,Big Sky Diner,Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 74,true,false,true
r-043-i-018,r-043,Big Sky Diner,Buffalo Wings,Tossed in classic buffalo sauce,AED 45,true,false,false
r-043-i-019,r-043,Big Sky Diner,Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 17,false,true,false
r-043-i-020,r-043,Big Sky Diner,Apple Pie,Warm cinnamon apple pie with ice cream,AED 78,false,true,false
r-043-i-021,r-043,Big Sky Diner,Cheesecake,New York style with berry compote,AED 58,false,true,false
r-043-i-022,r-043,Big Sky Diner,Banana Split,"Three scoops, banana, cherry, nuts",AED 70,false,true,false
r-043-i-023,r-043,Big Sky Diner,Root Beer Float,Classic A&W with vanilla ice cream,AED 17,false,true,false
r-043-i-024,r-043,Big Sky Diner,Cold Brew Coffee,Slow-steeped 18 hours,AED 53,false,true,true
r-043-i-025,r-043,Big Sky Diner,Classic Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 78,false,true,false
r-043-i-026,r-043,Big Sky Diner,Classic Blueberry Pancakes,Pancakes with wild blueberries,AED 47,false,true,false
r-043-i-027,r-043,Big Sky Diner,Classic Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 45,false,true,false
r-043-i-028,r-043,Big Sky Diner,Classic French Toast,"Brioche soaked in vanilla cream, syrup",AED 84,false,true,false
r-043-i-029,r-043,Big Sky Diner,Classic Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 95,false,false,false
r-043-i-030,r-043,Big Sky Diner,Classic Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 87,true,true,false
r-043-i-031,r-043,Big Sky Diner,Classic Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 21,false,false,false
r-043-i-032,r-043,Big Sky Diner,Classic Western Omelette,"Egg, ham, bell pepper, cheddar",AED 60,false,false,false
r-043-i-033,r-043,Big Sky Diner,Classic Veggie Omelette,"Egg, mushroom, spinach, feta",AED 40,false,true,false
r-043-i-034,r-043,Big Sky Diner,Classic Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 57,false,false,false
r-043-i-035,r-043,Big Sky Diner,Classic Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 56,false,false,false
r-043-i-036,r-043,Big Sky Diner,Classic Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 73,false,false,false
r-043-i-037,r-043,Big Sky Diner,Classic Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 12,false,false,false
r-043-i-038,r-043,Big Sky Diner,Classic Grilled Cheese,Three-cheese toasted sandwich,AED 29,false,true,false
r-043-i-039,r-043,Big Sky Diner,Classic BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 41,false,false,true
r-043-i-040,r-043,Big Sky Diner,Classic Tuna Melt,"Tuna salad, cheddar, sourdough",AED 94,false,false,false
r-043-i-041,r-043,Big Sky Diner,Classic Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 31,false,false,false
r-043-i-042,r-043,Big Sky Diner,Classic Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 58,true,false,false
r-043-i-043,r-043,Big Sky Diner,Classic Buffalo Wings,Tossed in classic buffalo sauce,AED 27,true,false,false
r-043-i-044,r-043,Big Sky Diner,Classic Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 65,false,true,false
r-043-i-045,r-043,Big Sky Diner,Classic Apple Pie,Warm cinnamon apple pie with ice cream,AED 26,false,true,false
r-043-i-046,r-043,Big Sky Diner,Classic Cheesecake,New York style with berry compote,AED 73,false,true,false
r-043-i-047,r-043,Big Sky Diner,Classic Banana Split,"Three scoops, banana, cherry, nuts",AED 87,false,true,false
r-043-i-048,r-043,Big Sky Diner,Classic Root Beer Float,Classic A&W with vanilla ice cream,AED 64,false,true,true
r-043-i-049,r-043,Big Sky Diner,Classic Cold Brew Coffee,Slow-steeped 18 hours,AED 17,false,true,true
r-044-i-000,r-044,Sunny Side Up,Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 85,false,true,true
r-044-i-001,r-044,Sunny Side Up,Blueberry Pancakes,Pancakes with wild blueberries,AED 33,false,true,false
r-044-i-002,r-044,Sunny Side Up,Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 35,false,true,false
r-044-i-003,r-044,Sunny Side Up,French Toast,"Brioche soaked in vanilla cream, syrup",AED 63,false,true,false
r-044-i-004,r-044,Sunny Side Up,Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 84,false,false,false
r-044-i-005,r-044,Sunny Side Up,Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 48,true,true,false
r-044-i-006,r-044,Sunny Side Up,Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 39,false,false,false
r-044-i-007,r-044,Sunny Side Up,Western Omelette,"Egg, ham, bell pepper, cheddar",AED 72,false,false,false
r-044-i-008,r-044,Sunny Side Up,Veggie Omelette,"Egg, mushroom, spinach, feta",AED 33,false,true,true
r-044-i-009,r-044,Sunny Side Up,Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 64,false,false,false
r-044-i-010,r-044,Sunny Side Up,Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 86,false,false,false
r-044-i-011,r-044,Sunny Side Up,Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 35,false,false,false
r-044-i-012,r-044,Sunny Side Up,Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 77,false,false,false
r-044-i-013,r-044,Sunny Side Up,Grilled Cheese,Three-cheese toasted sandwich,AED 55,false,true,false
r-044-i-014,r-044,Sunny Side Up,BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 88,false,false,false
r-044-i-015,r-044,Sunny Side Up,Tuna Melt,"Tuna salad, cheddar, sourdough",AED 41,false,false,false
r-044-i-016,r-044,Sunny Side Up,Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 28,false,false,true
r-044-i-017,r-044,Sunny Side Up,Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 37,true,false,false
r-044-i-018,r-044,Sunny Side Up,Buffalo Wings,Tossed in classic buffalo sauce,AED 76,true,false,false
r-044-i-019,r-044,Sunny Side Up,Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 31,false,true,false
r-044-i-020,r-044,Sunny Side Up,Apple Pie,Warm cinnamon apple pie with ice cream,AED 34,false,true,false
r-044-i-021,r-044,Sunny Side Up,Cheesecake,New York style with berry compote,AED 90,false,true,false
r-044-i-022,r-044,Sunny Side Up,Banana Split,"Three scoops, banana, cherry, nuts",AED 80,false,true,false
r-044-i-023,r-044,Sunny Side Up,Root Beer Float,Classic A&W with vanilla ice cream,AED 27,false,true,true
r-044-i-024,r-044,Sunny Side Up,Cold Brew Coffee,Slow-steeped 18 hours,AED 28,false,true,false
r-044-i-025,r-044,Sunny Side Up,Classic Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 81,false,true,false
r-044-i-026,r-044,Sunny Side Up,Classic Blueberry Pancakes,Pancakes with wild blueberries,AED 95,false,true,false
r-044-i-027,r-044,Sunny Side Up,Classic Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 65,false,true,false
r-044-i-028,r-044,Sunny Side Up,Classic French Toast,"Brioche soaked in vanilla cream, syrup",AED 17,false,true,false
r-044-i-029,r-044,Sunny Side Up,Classic Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 66,false,false,false
r-044-i-030,r-044,Sunny Side Up,Classic Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 73,true,true,false
r-044-i-031,r-044,Sunny Side Up,Classic Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 60,false,false,false
r-044-i-032,r-044,Sunny Side Up,Classic Western Omelette,"Egg, ham, bell pepper, cheddar",AED 85,false,false,true
r-044-i-033,r-044,Sunny Side Up,Classic Veggie Omelette,"Egg, mushroom, spinach, feta",AED 29,false,true,false
r-044-i-034,r-044,Sunny Side Up,Classic Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 41,false,false,false
r-044-i-035,r-044,Sunny Side Up,Classic Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 22,false,false,false
r-044-i-036,r-044,Sunny Side Up,Classic Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 81,false,false,false
r-044-i-037,r-044,Sunny Side Up,Classic Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 36,false,false,true
r-044-i-038,r-044,Sunny Side Up,Classic Grilled Cheese,Three-cheese toasted sandwich,AED 12,false,true,false
r-044-i-039,r-044,Sunny Side Up,Classic BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 27,false,false,false
r-044-i-040,r-044,Sunny Side Up,Classic Tuna Melt,"Tuna salad, cheddar, sourdough",AED 60,false,false,false
r-044-i-041,r-044,Sunny Side Up,Classic Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 52,false,false,false
r-044-i-042,r-044,Sunny Side Up,Classic Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 25,true,false,false
r-044-i-043,r-044,Sunny Side Up,Classic Buffalo Wings,Tossed in classic buffalo sauce,AED 95,true,false,false
r-044-i-044,r-044,Sunny Side Up,Classic Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 45,false,true,false
r-044-i-045,r-044,Sunny Side Up,Classic Apple Pie,Warm cinnamon apple pie with ice cream,AED 66,false,true,false
r-044-i-046,r-044,Sunny Side Up,Classic Cheesecake,New York style with berry compote,AED 90,false,true,false
r-044-i-047,r-044,Sunny Side Up,Classic Banana Split,"Three scoops, banana, cherry, nuts",AED 62,false,true,false
r-044-i-048,r-044,Sunny Side Up,Classic Root Beer Float,Classic A&W with vanilla ice cream,AED 64,false,true,false
r-044-i-049,r-044,Sunny Side Up,Classic Cold Brew Coffee,Slow-steeped 18 hours,AED 83,false,true,false
r-045-i-000,r-045,Liberty Grill,Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 85,false,true,false
r-045-i-001,r-045,Liberty Grill,Blueberry Pancakes,Pancakes with wild blueberries,AED 62,false,true,false
r-045-i-002,r-045,Liberty Grill,Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 27,false,true,false
r-045-i-003,r-045,Liberty Grill,French Toast,"Brioche soaked in vanilla cream, syrup",AED 69,false,true,false
r-045-i-004,r-045,Liberty Grill,Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 32,false,false,true
r-045-i-005,r-045,Liberty Grill,Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 77,true,true,false
r-045-i-006,r-045,Liberty Grill,Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 55,false,false,false
r-045-i-007,r-045,Liberty Grill,Western Omelette,"Egg, ham, bell pepper, cheddar",AED 90,false,false,false
r-045-i-008,r-045,Liberty Grill,Veggie Omelette,"Egg, mushroom, spinach, feta",AED 18,false,true,true
r-045-i-009,r-045,Liberty Grill,Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 93,false,false,true
r-045-i-010,r-045,Liberty Grill,Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 23,false,false,false
r-045-i-011,r-045,Liberty Grill,Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 72,false,false,false
r-045-i-012,r-045,Liberty Grill,Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 67,false,false,true
r-045-i-013,r-045,Liberty Grill,Grilled Cheese,Three-cheese toasted sandwich,AED 45,false,true,true
r-045-i-014,r-045,Liberty Grill,BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 22,false,false,false
r-045-i-015,r-045,Liberty Grill,Tuna Melt,"Tuna salad, cheddar, sourdough",AED 61,false,false,false
r-045-i-016,r-045,Liberty Grill,Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 63,false,false,false
r-045-i-017,r-045,Liberty Grill,Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 78,true,false,false
r-045-i-018,r-045,Liberty Grill,Buffalo Wings,Tossed in classic buffalo sauce,AED 88,true,false,true
r-045-i-019,r-045,Liberty Grill,Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 34,false,true,false
r-045-i-020,r-045,Liberty Grill,Apple Pie,Warm cinnamon apple pie with ice cream,AED 68,false,true,true
r-045-i-021,r-045,Liberty Grill,Cheesecake,New York style with berry compote,AED 78,false,true,false
r-045-i-022,r-045,Liberty Grill,Banana Split,"Three scoops, banana, cherry, nuts",AED 16,false,true,false
r-045-i-023,r-045,Liberty Grill,Root Beer Float,Classic A&W with vanilla ice cream,AED 77,false,true,false
r-045-i-024,r-045,Liberty Grill,Cold Brew Coffee,Slow-steeped 18 hours,AED 41,false,true,false
r-045-i-025,r-045,Liberty Grill,Classic Buttermilk Pancakes,"Three fluffy pancakes, maple syrup, butter",AED 16,false,true,false
r-045-i-026,r-045,Liberty Grill,Classic Blueberry Pancakes,Pancakes with wild blueberries,AED 95,false,true,true
r-045-i-027,r-045,Liberty Grill,Classic Chocolate Chip Pancakes,Pancakes with melted chocolate,AED 32,false,true,true
r-045-i-028,r-045,Liberty Grill,Classic French Toast,"Brioche soaked in vanilla cream, syrup",AED 47,false,true,false
r-045-i-029,r-045,Liberty Grill,Classic Eggs Benedict,"Poached eggs, hollandaise, ham, English muffin",AED 57,false,false,false
